season,week,home_team,away_team,has_odds,provider_count,providers
2025,5,Davenport,Lincoln (CA),False,0,
2025,5,East Carolina,Army,True,38,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betfair Sportsbook,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,Matchbook,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Virginia,Florida State,True,39,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betfair,Betfair Sportsbook,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,Matchbook,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Arizona State,TCU,True,39,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betfair,Betfair Sportsbook,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,Matchbook,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Oregon State,Houston,True,38,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betfair Sportsbook,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,Matchbook,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Air Force,Hawai'i,True,34,"Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,American International,Bentley,False,0,
2025,5,Boise State,App State,True,34,"Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Boston College,California,True,36,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
2025,5,Buffalo,UConn,True,36,"1xBet,Bally Bet,BetMGM,BetOnline.ag,BetRivers,BetUS,Betsson,Bovada,BoyleSports,Casumo,Coolbet,Coral,DraftKings,ESPN BET,Everygame,FanDuel,Fliff,GTbets,Grosvenor,Hard Rock Bet,Ladbrokes,LeoVegas,LeoVegas (SE),LiveScore Bet,LowVig.ag,Marathon Bet,MyBookie.ag,Nordic Bet,Paddy Power,Pinnacle,Unibet,Unibet (IT),Unibet (NL),Unibet (SE),Virgin Bet,betPARX"
