season,week,home_team,away_team,has_odds,provider_count,providers
2025,11,Akron,Massachusetts,False,0,
2025,11,Ohio,Miami (OH),False,0,
2025,11,Ball State,Kent State,False,0,
2025,11,Toledo,Northern Illinois,False,0,
2025,11,App State,Georgia Southern,False,0,
2025,11,South Florida,UTSA,False,0,
2025,11,UCF,Houston,False,0,
2025,11,Columbia,Harvard,False,0,
2025,11,Memphis,Tulane,False,0,
2025,11,USC,Northwestern,False,0,
2025,11,Alabama,LSU,True,2,"DraftKings,ESPN Bet"
2025,11,American International,Pace,False,0,
2025,11,Angelo State,Western Oregon,False,0,
2025,11,Arizona,Kansas,False,0,
2025,11,Arkansas State,Southern Miss,False,0,
2025,11,Boston College,SMU,False,0,
2025,11,CENTENARY,Austin,False,0,
2025,11,Case Western Reserve,Grove City College,False,0,
2025,11,Central Connecticut,Stonehill,False,0,
2025,11,Clemson,Florida State,True,2,"DraftKings,ESPN Bet"
2025,11,Coastal Carolina,Georgia State,False,0,
2025,11,Colorado State,UNLV,False,0,
2025,11,Concord University,Fairmont State,False,0,
2025,11,Dartmouth,Princeton,False,0,
2025,11,East Carolina,Charlotte,False,0,
2025,11,East Texas A&M,McNeese,False,0,
2025,11,Eastern Michigan,Bowling Green,False,0,
2025,11,Florida Atlantic,Tulsa,False,0,
2025,11,Glenville State,Wheeling,False,0,
2025,11,Grambling,Bethune-Cookman,False,0,
2025,11,Hawai'i,San Diego State,False,0,
2025,11,Idaho,UC Davis,False,0,
2025,11,Idaho State,Cal Poly,False,0,
2025,11,Iowa,Oregon,False,0,
2025,11,Kentucky,Florida,False,0,
2025,11,Liberty,Missouri State,False,0,
2025,11,Long Island University,Duquesne,False,0,
2025,11,Louisiana,Texas State,False,0,
2025,11,Louisville,California,False,0,
2025,11,Marist,Stetson,False,0,
2025,11,Marshall,James Madison,False,0,
2025,11,McMurry,Hendrix College,False,0,
2025,11,Miami,Syracuse,False,0,
2025,11,Middle Tennessee,Florida International,False,0,
2025,11,Missouri,Texas A&M,False,0,
2025,11,Montana State,Weber State,False,0,
2025,11,Morgan State,Delaware State,False,0,
2025,11,Nichols College,Husson,False,0,
2025,11,North Alabama,West Georgia,False,0,
2025,11,North Carolina,Stanford,False,0,
2025,11,North Carolina Central,Norfolk State,False,0,
2025,11,Northern Arizona,Northern Colorado,False,0,
2025,11,Penn State,Indiana,True,1,ESPN Bet
2025,11,Pennsylvania,Cornell,False,0,
2025,11,Portland State,Sacramento State,False,0,
2025,11,Purdue,Ohio State,False,0,
2025,11,Redlands,Claremont-Mudd-Scripps College,False,0,
2025,11,Rice,UAB,False,0,
2025,11,Robert Morris,Wagner,False,0,
2025,11,Rutgers,Maryland,False,0,
2025,11,San José State,Air Force,False,0,
2025,11,South Dakota,South Dakota State,False,0,
2025,11,St. Francis (PA),Mercyhurst,False,0,
2025,11,TCU,Iowa State,False,0,
2025,11,Texas Tech,BYU,False,0,
2025,11,UCLA,Nebraska,False,0,
2025,11,UT Martin,Tennessee State,False,0,
2025,11,UT Rio Grande Valley,Nicholls,False,0,
2025,11,VMI,Wofford,False,0,
2025,11,Vanderbilt,Auburn,False,0,
2025,11,Virginia,Wake Forest,False,0,
2025,11,West Virginia,Colorado,False,0,
2025,11,Wisconsin,Washington,False,0,
2025,11,Albright,Stevenson,False,0,
2025,11,Amherst,Williams,False,0,
2025,11,Army,Temple,False,0,
2025,11,Bates,Hamilton,False,0,
2025,11,Bentley,Assumption,False,0,
2025,11,Brown,Yale,False,0,
2025,11,Carnegie Mellon,Franklin & Marshall,False,0,
2025,11,Clarion,Indiana-Pennsylvania,False,0,
2025,11,Cortland,Brockport,False,0,
2025,11,Curry College,Biddeford,False,0,
2025,11,Davenport,Northern Michigan,False,0,
2025,11,Eastern University,FDU-Florham,False,0,
2025,11,Edinboro University,Slippery Rock,False,0,
2025,11,Framingham State,Dean College,False,0,
2025,11,Gannon,PennWest California,False,0,
2025,11,Hilbert College,Hobart College,False,0,
2025,11,Johns Hopkins University,McDaniel College,False,0,
2025,11,Juniata College,Moravian,False,0,
2025,11,Lake Erie,Kentucky Wesleyan,False,0,
2025,11,Lehigh,Holy Cross,False,0,
2025,11,Maine Maritime,Western New England,False,0,
2025,11,Mass Maritime,Worcester St,False,0,
2025,11,Merchant Marine Academy,Worcester Polytechnic Institute,False,0,
2025,11,Mississippi State,Georgia,False,0,
2025,11,Monmouth,New Hampshire,False,0,
2025,11,New England College,Endicott College,False,0,
2025,11,North Carolina Wesleyan,Greensboro College,False,0,
2025,11,Northwood (MI),Tiffin,False,0,
2025,11,Norwich,Salve Regina,False,0,
2025,11,Oberlin,Wabash College,False,0,
2025,11,Olivet College,Albion,False,0,
2025,11,Plymouth State,Fitchburg State,False,0,
2025,11,Sacred Heart,Virginia University Of Lynchburg,False,0,
2025,11,Springfield,Coast Guard,False,0,
2025,11,Stony Brook,North Carolina A&T,False,0,
2025,11,Susquehanna,Wilkes,False,0,
2025,11,Thomas More College,Ohio Dominican,False,0,
2025,11,UMass Dartmouth,Westfield State,False,0,
2025,11,University of Rochester (NY),Union (NY),False,0,
2025,11,Walsh,Hillsdale,False,0,
2025,11,Wesleyan University (CT),Trinity (CT),False,0,
2025,11,Western Connecticut St,Catholic,False,0,
2025,11,Lafayette,Colgate,False,0,
2025,11,Middlebury,Tufts,False,0,
2025,11,Adrian,Trine University,False,0,
2025,11,Alfred State,Alfred University,False,0,
2025,11,Alma,Kalamazoo,False,0,
2025,11,Ashland,Findlay,False,0,
2025,11,Augsburg,Gustavus Adolphus,False,0,
2025,11,Berry College,Maryville College (TN),False,0,
2025,11,Buffalo State,St. Lawrence,False,0,
2025,11,Carthage,Augustana (IL),False,0,
2025,11,Chowan,Ferrum,False,0,
2025,11,Depauw,Wooster,False,0,
2025,11,Dickinson (PA),Ursinus,False,0,
2025,11,Drake,St. Thomas (MN),False,0,
2025,11,Eastern Illinois,Tennessee Tech,False,0,
2025,11,Elizabeth City State,Bluefield State,False,0,
2025,11,Elmhurst,North Central College,False,0,
2025,11,Emory & Henry College,Shaw,False,0,
2025,11,Fayetteville State,Winston-Salem,False,0,
2025,11,Fordham,Bucknell,False,0,
2025,11,Franklin Pierce,Southern Connecticut State,False,0,
2025,11,Frostburg State,West Virginia State,False,0,
2025,11,Geneva,Washington & Jefferson,False,0,
2025,11,Georgetown,Richmond,False,0,
2025,11,Gettysburg,Muhlenberg,False,0,
2025,11,Greenville,Northwestern (MN),False,0,
2025,11,Hampden-Sydney,Bridgewater (VA),False,0,
2025,11,Hampton,Maine,False,0,
2025,11,Hope College,Calvin University,False,0,
2025,11,Huntingdon College (AL),Southern Virginia,False,0,
2025,11,Illinois Wesleyan,Carroll University (WI),False,0,
2025,11,Indiana State,Illinois State,False,0,
2025,11,John Carroll University,Ohio Wesleyan,False,0,
2025,11,Johnson C Smith,Livingstone,False,0,
2025,11,Kenyon,Denison University,False,0,
2025,11,Knox College,Lake Forest College,False,0,
2025,11,Lagrange College,Belhaven,False,0,
2025,11,Lebanon Valley,Reading,False,0,
2025,11,Lincoln (MO),Missouri S&T,False,0,
2025,11,Lincoln (PA),Bowie State,False,0,
2025,11,Lock Haven University,Shepherd,False,0,
2025,11,Luther,Dubuque,False,0,
2025,11,Mars Hill,UVA Wise,False,0,
2025,11,Methodist,Brevard College,False,0,
2025,11,Minnesota Duluth,Bemidji State,False,0,
2025,11,Minnesota Morris,Westminster College (MO),False,0,
2025,11,Minnesota State Moorhead,Jamestown College,False,0,
2025,11,Misericordia,Delaware Valley,False,0,
2025,11,Morehead State,Butler,False,0,
2025,11,Newberry,Carson-Newman College,False,0,
2025,11,Northeastern State,McKendree,False,0,
2025,11,Ole Miss,The Citadel,False,0,
2025,11,Post University,St. Anselm,False,0,
2025,11,Rensselaer,Ithaca College,False,0,
2025,11,Rhodes College,Southwestern University,False,0,
2025,11,Rockford,Wisconsin-Lutheran,False,0,
2025,11,Rowan,Castleton,False,0,
2025,11,SUNY Maritime,MIT,False,0,
2025,11,SUNY Morrisville,St John Fisher University,False,0,
2025,11,Saginaw Valley State,Ferris State,False,0,
2025,11,Saint John's (MN),St. Scholastica,False,0,
2025,11,Shippensburg,West Chester,False,0,
2025,11,St. Olaf,Hamline University,False,0,
2025,11,Thiel,Bethany (WV),False,0,
2025,11,Towson,Villanova,False,0,
2025,11,UAlbany,Bryant,False,0,
2025,11,University Of Charleston (WV),West Liberty,False,0,
2025,11,Utica,Hartwick,False,0,
2025,11,Valparaiso,San Diego,False,0,
2025,11,Virginia Union,Virginia St,False,0,
2025,11,Washington University (St. Louis),North Park,False,0,
2025,11,Washington and Lee,Roanoke College,False,0,
2025,11,Waynesburg,Saint Vincent,False,0,
2025,11,Westminster (PA),Hiram College,False,0,
2025,11,Wheaton,Millikin,False,0,
2025,11,Widener,Kings College (PA),False,0,
2025,11,William Paterson,Kean,False,0,
2025,11,Capital,Muskingum University,False,0,
2025,11,Chattanooga,Furman,False,0,
2025,11,Franklin,Bluffton,False,0,
2025,11,Gardner-Webb,Southeast Missouri State,False,0,
2025,11,Hanover College,Otterbein,False,0,
2025,11,Heidelberg,Wilmington (OH),False,0,
2025,11,Marietta,University of Mount Union,False,0,
2025,11,Mount St. Joseph,Manchester,False,0,
2025,11,Ohio Northern,Baldwin Wallace,False,0,
2025,11,South Carolina State,Howard,False,0,
2025,11,Adams State,Black Hills State,False,0,
2025,11,Allen,Edward Waters,False,0,
2025,11,Augustana University (SD),Minnesota State Mankato,False,0,
2025,11,Aurora,St. Norbert,False,0,
2025,11,Beloit,Chicago,False,0,
2025,11,Benedictine University,Concordia University Chicago,False,0,
2025,11,Bethel (MN),Carleton,False,0,
2025,11,Bloomsburg,Kutztown University,False,0,
2025,11,Buena Vista,Nebraska Wesleyan,False,0,
2025,11,Campbell,William & Mary,False,0,
2025,11,Central Missouri,Pittsburg St,False,0,
2025,11,Central Oklahoma,Missouri Southern State,False,0,
2025,11,Coe College,Loras College,False,0,
2025,11,Colorado School Of Mines,CSU Pueblo,False,0,
2025,11,Cornell College (IA),Illinois College,False,0,
2025,11,Crown College,Martin Luther,False,0,
2025,11,East Texas Baptist University,Howard Payne,False,0,
2025,11,Elon,Rhode Island,False,0,
2025,11,Eureka College,Lakeland,False,0,
2025,11,Fort Valley State,Albany State GA,False,0,
2025,11,Grand Valley State University,Michigan Tech,False,0,
2025,11,Greeneville,Wingate,False,0,
2025,11,Grinnell,Lawrence University,False,0,
2025,11,Henderson State,East Central (OK),False,0,
2025,11,LYONCOLL,Texas Lutheran,False,0,
2025,11,Macalester,Concordia Moorhead,False,0,
2025,11,Mary Hardin-Baylor,Hardin-Simmons,False,0,
2025,11,Midwestern State,West Texas A&M,False,0,
2025,11,Monmouth (IL),Ripon,False,0,
2025,11,North Dakota,North Dakota State,False,0,
2025,11,Northern Iowa,Murray State,False,0,
2025,11,Northwestern State,Incarnate Word,False,0,
2025,11,Roosevelt,Wayne State (MI),False,0,
2025,11,Rose-Hulman,Anderson (IN),False,0,
2025,11,Sewanee,Centre College Kentucky,False,0,
2025,11,Simpson College (IA),Central College,False,0,
2025,11,Sioux Falls,Wayne State (NE),False,0,
2025,11,Southwest Baptist,Indianapolis,False,0,
2025,11,Southwest Minnesota State,Concordia University St Paul,False,0,
2025,11,Trinity University TX,Millsaps,False,0,
2025,11,University of Mary,Winona State,False,0,
2025,11,Upper Iowa University,Quincy,False,0,
2025,11,Washburn,Emporia State University,False,0,
2025,11,Western Illinois,Lindenwood,False,0,
2025,11,Wisconsin-Oshkosh,Wisconsin-Stevens Pt,False,0,
2025,11,Wisconsin-River Falls,Wisconsin-Lacrosse,False,0,
2025,11,Wisconsin-Whitewater,Wisconsin-Eau Claire,False,0,
2025,11,Youngstown State,Southern Illinois,False,0,
2025,11,Northwest Missouri St,Missouri Western,False,0,
2025,11,Western Carolina,Mercer,False,0,
2025,11,Abilene Christian,Utah Tech,False,0,
2025,11,Alabama A&M,Prairie View A&M,False,0,
2025,11,Alabama State,Texas Southern,False,0,
2025,11,Arkansas-Pine Bluff,Florida A&M,False,0,
2025,11,Chadron St,Western Colorado,False,0,
2025,11,Clark Atlanta,Morehouse College,False,0,
2025,11,Delaware,Louisiana Tech,False,0,
2025,11,Eastern Kentucky,Southern Utah,False,0,
2025,11,Guilford College,Averett,False,0,
2025,11,Houston Christian,Stephen F. Austin,False,0,
2025,11,Lane College,Kentucky State,False,0,
2025,11,Miles College,Tuskegee,False,0,
2025,11,Mississippi Valley State,Jackson State,False,0,
2025,11,Montana,Eastern Washington,False,0,
2025,11,New Mexico Highlands,Fort Lewis,False,0,
2025,11,Northern State,Minot State,False,0,
2025,11,Northwestern Oklahoma State,Arkansas-Monticello,False,0,
2025,11,Oklahoma Baptist,Arkansas Tech,False,0,
2025,11,Savannah St,Benedict College,False,0,
2025,11,Southern Arkansas,Southeastern Oklahoma State,False,0,
2025,11,Southern Nazarene,Harding University,False,0,
2025,11,Southwestern Oklahoma State,Ouachita Baptist,False,0,
2025,11,UTEP,Jacksonville State,False,0,
2025,11,Wisconsin-Platteville,Wisconsin-Stout,False,0,
2025,11,New Haven,Merrimack,False,0,
2025,11,Samford,East Tennessee State,False,0,
2025,11,UConn,Duke,False,0,
2025,11,Alcorn State,Southern,False,0,
2025,11,Austin Peay,Central Arkansas,False,0,
2025,11,Bridgewater State,Anna Maria College,False,0,
2025,11,Colorado Mesa,South Dakota Mines,False,0,
2025,11,La Verne,Chapman,False,0,
2025,11,Lamar,SE Louisiana,False,0,
2025,11,Lewis & Clark College,Pacific Lutheran,False,0,
2025,11,New Mexico State,Kennesaw State,False,0,
2025,11,Puget Sound,Linfield College,False,0,
2025,11,Truman State,William Jewell,False,0,
2025,11,Valdosta State,Delta State,False,0,
2025,11,Willamette,Whitworth,False,0,
2025,11,NEWBERG,Pacific (OR),False,0,
2025,11,Colby College,Bowdoin,False,0,
2025,11,Davidson,Presbyterian,False,0,
