year,week,homeTeam,awayTeam,lines
2025,1,Army,Tarleton State,"[{'provider': 'ESPN Bet', 'spread': -14.5, 'formattedSpread': 'Army -14.5', 'spreadOpen': -13.5, 'overUnder': 47.5, 'overUnderOpen': 48.5, 'homeMoneyline': -700, 'awayMoneyline': 450}, {'provider': 'Bovada', 'spread': -13.5, 'formattedSpread': 'Army -13.5', 'spreadOpen': -16.5, 'overUnder': 47.5, 'overUnderOpen': 51.5, 'homeMoneyline': -750, 'awayMoneyline': 500}]"
2025,1,Delaware,Delaware State,"[{'provider': 'Bovada', 'spread': -30.5, 'formattedSpread': 'Delaware -30.5', 'spreadOpen': -29.5, 'overUnder': 55.5, 'overUnderOpen': 54.5, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -30.5, 'formattedSpread': 'Delaware -30.5', 'spreadOpen': -30, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -10000, 'awayMoneyline': 2500}]"
2025,1,Ohio State,Texas,"[{'provider': 'ESPN Bet', 'spread': -1.5, 'formattedSpread': 'Ohio State -1.5', 'spreadOpen': -2.5, 'overUnder': 46.5, 'overUnderOpen': 48.5, 'homeMoneyline': -110, 'awayMoneyline': -110}, {'provider': 'DraftKings', 'spread': -3, 'formattedSpread': 'Ohio State -3', 'spreadOpen': -3, 'overUnder': 47.5, 'overUnderOpen': None, 'homeMoneyline': -135, 'awayMoneyline': 114}, {'provider': 'Bovada', 'spread': -1, 'formattedSpread': 'Ohio State -1.0', 'spreadOpen': -3, 'overUnder': 46.5, 'overUnderOpen': 50.5, 'homeMoneyline': -140, 'awayMoneyline': 120}]"
2025,2,Duke,Illinois,"[{'provider': 'ESPN Bet', 'spread': 2.5, 'formattedSpread': 'Illinois -2.5', 'spreadOpen': 2.5, 'overUnder': 49.5, 'overUnderOpen': 49.5, 'homeMoneyline': 125, 'awayMoneyline': -145}]"
2025,1,Oklahoma State,UT Martin,"[{'provider': 'Bovada', 'spread': -26, 'formattedSpread': 'Oklahoma State -26.0', 'spreadOpen': -19.5, 'overUnder': 56.5, 'overUnderOpen': 55.5, 'homeMoneyline': -1300, 'awayMoneyline': 725}, {'provider': 'ESPN Bet', 'spread': None, 'formattedSpread': '', 'spreadOpen': -22.5, 'overUnder': 56.5, 'overUnderOpen': 55.5, 'homeMoneyline': -4000, 'awayMoneyline': 1300}]"
2025,14,Michigan,Ohio State,"[{'provider': 'ESPN Bet', 'spread': 3.5, 'formattedSpread': 'Ohio State -3.5', 'spreadOpen': 5.5, 'overUnder': 47.5, 'overUnderOpen': 47.5, 'homeMoneyline': 160, 'awayMoneyline': -190}, {'provider': 'DraftKings', 'spread': 5.5, 'formattedSpread': 'Ohio State -5.5', 'spreadOpen': 5.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'Bovada', 'spread': 5.5, 'formattedSpread': 'Ohio State -5.5', 'spreadOpen': 5.5, 'overUnder': 47.5, 'overUnderOpen': 47.5, 'homeMoneyline': 185, 'awayMoneyline': -225}]"
2025,1,Duke,Elon,"[{'provider': 'Bovada', 'spread': -36.5, 'formattedSpread': 'Duke -36.5', 'spreadOpen': -33.5, 'overUnder': 51.5, 'overUnderOpen': 47.5, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': None, 'formattedSpread': '', 'spreadOpen': -33.5, 'overUnder': 50.5, 'overUnderOpen': 47.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,13,Utah,Kansas State,"[{'provider': 'ESPN Bet', 'spread': -1.5, 'formattedSpread': 'Utah -1.5', 'spreadOpen': -1.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -110, 'awayMoneyline': -110}]"
2025,1,Portland State,Tarleton State,"[{'provider': 'Bovada', 'spread': 17.5, 'formattedSpread': 'Tarleton State -17.5', 'spreadOpen': 17.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': 550, 'awayMoneyline': -850}, {'provider': 'ESPN Bet', 'spread': 16.5, 'formattedSpread': 'Tarleton State -16.5', 'spreadOpen': None, 'overUnder': 55.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,UL Monroe,St. Francis (PA),"[{'provider': 'Bovada', 'spread': -31, 'formattedSpread': 'UL Monroe -31.0', 'spreadOpen': -23.5, 'overUnder': 47, 'overUnderOpen': 45.5, 'homeMoneyline': -3500, 'awayMoneyline': 1100}, {'provider': 'ESPN Bet', 'spread': -30.5, 'formattedSpread': 'UL Monroe -30.5', 'spreadOpen': -30.5, 'overUnder': 47.5, 'overUnderOpen': 46.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Missouri,Central Arkansas,"[{'provider': 'Bovada', 'spread': -38.5, 'formattedSpread': 'Missouri -38.5', 'spreadOpen': -36.5, 'overUnder': 52.5, 'overUnderOpen': 51.5, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -39.5, 'formattedSpread': 'Missouri -39.5', 'spreadOpen': -40.5, 'overUnder': 53.5, 'overUnderOpen': 52.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,11,Penn State,Indiana,"[{'provider': 'ESPN Bet', 'spread': -16, 'formattedSpread': 'Penn State -16', 'spreadOpen': -17, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -800, 'awayMoneyline': 500}]"
2025,1,Arizona State,Northern Arizona,"[{'provider': 'ESPN Bet', 'spread': -28.5, 'formattedSpread': 'Arizona State -28.5', 'spreadOpen': -28.5, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,San Diego State,Stony Brook,"[{'provider': 'Bovada', 'spread': -19.5, 'formattedSpread': 'San Diego State -19.5', 'spreadOpen': -18.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -1000, 'awayMoneyline': 625}, {'provider': 'ESPN Bet', 'spread': None, 'formattedSpread': '', 'spreadOpen': -16, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -1600, 'awayMoneyline': 800}]"
2025,14,Texas,Texas A&M,"[{'provider': 'ESPN Bet', 'spread': -10.5, 'formattedSpread': 'Texas -10.5', 'spreadOpen': -10, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -400, 'awayMoneyline': 300}]"
2025,1,Washington State,Idaho,"[{'provider': 'ESPN Bet', 'spread': -13.5, 'formattedSpread': 'Washington State -13.5', 'spreadOpen': -9.5, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': -650, 'awayMoneyline': 425}]"
2025,1,New Mexico State,Bryant,"[{'provider': 'ESPN Bet', 'spread': -20, 'formattedSpread': 'New Mexico State -20', 'spreadOpen': -19.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -1200, 'awayMoneyline': 700}]"
2025,1,Louisiana Tech,SE Louisiana,"[{'provider': 'ESPN Bet', 'spread': -12, 'formattedSpread': 'Louisiana Tech -12', 'spreadOpen': -13.5, 'overUnder': 49.5, 'overUnderOpen': 48.5, 'homeMoneyline': -500, 'awayMoneyline': 360}]"
2025,1,Illinois,Western Illinois,"[{'provider': 'Bovada', 'spread': -48, 'formattedSpread': 'Illinois -48.0', 'spreadOpen': -45.5, 'overUnder': 63.5, 'overUnderOpen': 63.5, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -48.5, 'formattedSpread': 'Illinois -48.5', 'spreadOpen': -45.5, 'overUnder': 63.5, 'overUnderOpen': 61.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,14,Auburn,Alabama,"[{'provider': 'ESPN Bet', 'spread': 5.5, 'formattedSpread': 'Alabama -5.5', 'spreadOpen': 5.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': 180, 'awayMoneyline': -215}]"
2025,16,Navy,Army,"[{'provider': 'ESPN Bet', 'spread': -3.5, 'formattedSpread': 'Navy -3.5', 'spreadOpen': -3.5, 'overUnder': 39.5, 'overUnderOpen': 39.5, 'homeMoneyline': -145, 'awayMoneyline': 125}]"
2025,1,Kansas State,North Dakota,"[{'provider': 'ESPN Bet', 'spread': -25.5, 'formattedSpread': 'Kansas State -25.5', 'spreadOpen': -28.5, 'overUnder': 55.5, 'overUnderOpen': 57.5, 'homeMoneyline': -3000, 'awayMoneyline': 1200}]"
2025,1,Troy,Nicholls,"[{'provider': 'ESPN Bet', 'spread': -20.5, 'formattedSpread': 'Troy -20.5', 'spreadOpen': -22.5, 'overUnder': 48.5, 'overUnderOpen': 50.5, 'homeMoneyline': -2500, 'awayMoneyline': 1100}]"
2025,1,Houston,Stephen F. Austin,"[{'provider': 'Bovada', 'spread': -24.5, 'formattedSpread': 'Houston -24.5', 'spreadOpen': -22.5, 'overUnder': 54.5, 'overUnderOpen': 55.5, 'homeMoneyline': -2200, 'awayMoneyline': 1000}, {'provider': 'ESPN Bet', 'spread': -23.5, 'formattedSpread': 'Houston -23.5', 'spreadOpen': -22.5, 'overUnder': 54.5, 'overUnderOpen': 55.5, 'homeMoneyline': -3000, 'awayMoneyline': 1200}]"
2025,1,Southern,North Carolina Central,"[{'provider': 'ESPN Bet', 'spread': 10.5, 'formattedSpread': 'North Carolina Central -10.5', 'spreadOpen': None, 'overUnder': 47.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,James Madison,Weber State,"[{'provider': 'ESPN Bet', 'spread': -25.5, 'formattedSpread': 'James Madison -25.5', 'spreadOpen': -25.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -6000, 'awayMoneyline': 1800}]"
2025,1,Arkansas State,Southeast Missouri State,"[{'provider': 'ESPN Bet', 'spread': -10.5, 'formattedSpread': 'Arkansas State -10.5', 'spreadOpen': -10.5, 'overUnder': 59.5, 'overUnderOpen': 59.5, 'homeMoneyline': -400, 'awayMoneyline': 300}]"
2025,1,UAB,Alabama State,"[{'provider': 'Bovada', 'spread': -21, 'formattedSpread': 'UAB -21.0', 'spreadOpen': -20, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -1200, 'awayMoneyline': 700}, {'provider': 'ESPN Bet', 'spread': -21.5, 'formattedSpread': 'UAB -21.5', 'spreadOpen': -20.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -2000, 'awayMoneyline': 1000}]"
2025,1,Liberty,Maine,"[{'provider': 'ESPN Bet', 'spread': -25.5, 'formattedSpread': 'Liberty -25.5', 'spreadOpen': -25.5, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': -5000, 'awayMoneyline': 1500}]"
2025,14,NC State,North Carolina,"[{'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'NC State -2.5', 'spreadOpen': -2.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -135, 'awayMoneyline': 115}]"
2025,14,Washington,Oregon,"[{'provider': 'ESPN Bet', 'spread': 11.5, 'formattedSpread': 'Oregon -11.5', 'spreadOpen': 10.5, 'overUnder': 53.5, 'overUnderOpen': 52.5, 'homeMoneyline': 320, 'awayMoneyline': -425}]"
2025,1,Iowa State,South Dakota,"[{'provider': 'ESPN Bet', 'spread': -16.5, 'formattedSpread': 'Iowa State -16.5', 'spreadOpen': -15.5, 'overUnder': 46.5, 'overUnderOpen': 46.5, 'homeMoneyline': -1000, 'awayMoneyline': 600}]"
2025,14,Nebraska,Iowa,"[{'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'Nebraska -2.5', 'spreadOpen': -2.5, 'overUnder': 44.5, 'overUnderOpen': 44.5, 'homeMoneyline': -125, 'awayMoneyline': 105}]"
2025,14,Georgia Tech,Georgia,"[{'provider': 'ESPN Bet', 'spread': 13.5, 'formattedSpread': 'Georgia -13.5', 'spreadOpen': 13.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': 400, 'awayMoneyline': -600}]"
2025,9,Utah,Colorado,"[{'provider': 'ESPN Bet', 'spread': -8.5, 'formattedSpread': 'Utah -8.5', 'spreadOpen': -9.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -300, 'awayMoneyline': 250}]"
2025,14,Mississippi State,Ole Miss,"[{'provider': 'ESPN Bet', 'spread': 11.5, 'formattedSpread': 'Ole Miss -11.5', 'spreadOpen': 13.5, 'overUnder': 59.5, 'overUnderOpen': 59.5, 'homeMoneyline': 340, 'awayMoneyline': -450}]"
2025,1,Oklahoma,Illinois State,"[{'provider': 'ESPN Bet', 'spread': -35.5, 'formattedSpread': 'Oklahoma -35.5', 'spreadOpen': -35.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': -20000, 'awayMoneyline': 3000}]"
2025,1,West Virginia,Robert Morris,"[{'provider': 'ESPN Bet', 'spread': -38.5, 'formattedSpread': 'West Virginia -38.5', 'spreadOpen': -38.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Florida International,Bethune-Cookman,"[{'provider': 'ESPN Bet', 'spread': -26.5, 'formattedSpread': 'Florida International -26.5', 'spreadOpen': -31, 'overUnder': 55.5, 'overUnderOpen': 54.5, 'homeMoneyline': -5000, 'awayMoneyline': 1500}]"
2025,1,Kansas,Wagner,"[{'provider': 'ESPN Bet', 'spread': -45.5, 'formattedSpread': 'Kansas -45.5', 'spreadOpen': -45.5, 'overUnder': 57.5, 'overUnderOpen': 56.5, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'Bovada', 'spread': -45.5, 'formattedSpread': 'Kansas -45.5', 'spreadOpen': -46.5, 'overUnder': 57.5, 'overUnderOpen': 56.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Iowa,UAlbany,"[{'provider': 'ESPN Bet', 'spread': -38.5, 'formattedSpread': 'Iowa -38.5', 'spreadOpen': -37.5, 'overUnder': 50.5, 'overUnderOpen': 48.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Boston College,Fordham,"[{'provider': 'ESPN Bet', 'spread': -36.5, 'formattedSpread': 'Boston College -36.5', 'spreadOpen': -36.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Memphis,Chattanooga,"[{'provider': 'ESPN Bet', 'spread': -27.5, 'formattedSpread': 'Memphis -27.5', 'spreadOpen': -27.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,South Alabama,Morgan State,"[{'provider': 'ESPN Bet', 'spread': -28.5, 'formattedSpread': 'South Alabama -28.5', 'spreadOpen': -28.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,SMU,East Texas A&M,"[{'provider': 'ESPN Bet', 'spread': -50.5, 'formattedSpread': 'SMU -50.5', 'spreadOpen': -50.5, 'overUnder': 63.5, 'overUnderOpen': 63.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Air Force,Bucknell,"[{'provider': 'ESPN Bet', 'spread': -30.5, 'formattedSpread': 'Air Force -30.5', 'spreadOpen': -31, 'overUnder': 54.5, 'overUnderOpen': 56.5, 'homeMoneyline': -10000, 'awayMoneyline': 2500}]"
2025,1,Middle Tennessee,Austin Peay,"[{'provider': 'ESPN Bet', 'spread': -9.5, 'formattedSpread': 'Middle Tennessee -9.5', 'spreadOpen': -9.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -380, 'awayMoneyline': 290}]"
2025,2,SMU,Baylor,"[{'provider': 'ESPN Bet', 'spread': -3, 'formattedSpread': 'SMU -3', 'spreadOpen': -4.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': -155, 'awayMoneyline': 135}]"
2025,1,Vanderbilt,Charleston Southern,"[{'provider': 'ESPN Bet', 'spread': -37, 'formattedSpread': 'Vanderbilt -37', 'spreadOpen': -36, 'overUnder': 48.5, 'overUnderOpen': 48.5, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Western Kentucky,North Alabama,"[{'provider': 'ESPN Bet', 'spread': -28, 'formattedSpread': 'Western Kentucky -28', 'spreadOpen': -28, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': -5000, 'awayMoneyline': 1500}]"
2025,1,Northern Illinois,Holy Cross,"[{'provider': 'ESPN Bet', 'spread': -11, 'formattedSpread': 'Northern Illinois -11', 'spreadOpen': -11, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -450, 'awayMoneyline': 340}]"
2025,13,Oklahoma,Missouri,"[{'provider': 'ESPN Bet', 'spread': -7.5, 'formattedSpread': 'Oklahoma -7.5', 'spreadOpen': -7.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -260, 'awayMoneyline': 215}]"
2025,8,Iowa,Penn State,"[{'provider': 'ESPN Bet', 'spread': 10.5, 'formattedSpread': 'Penn State -10.5', 'spreadOpen': 10.5, 'overUnder': 44.5, 'overUnderOpen': 45.5, 'homeMoneyline': 280, 'awayMoneyline': -360}]"
2025,1,Youngstown State,Mercyhurst,"[{'provider': 'ESPN Bet', 'spread': -24, 'formattedSpread': 'Youngstown State -24', 'spreadOpen': None, 'overUnder': 59.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,St. Thomas (MN),Lindenwood,"[{'provider': 'ESPN Bet', 'spread': 6.5, 'formattedSpread': 'Lindenwood -6.5', 'spreadOpen': None, 'overUnder': 51.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,7,Illinois,Ohio State,"[{'provider': 'ESPN Bet', 'spread': 13.5, 'formattedSpread': 'Ohio State -13.5', 'spreadOpen': 13.5, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': 400, 'awayMoneyline': -600}]"
2025,1,Eastern Illinois,Dayton,"[{'provider': 'ESPN Bet', 'spread': -9.5, 'formattedSpread': 'Eastern Illinois -9.5', 'spreadOpen': None, 'overUnder': 47.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Norfolk State,Towson,"[{'provider': 'ESPN Bet', 'spread': 8.5, 'formattedSpread': 'Towson -8.5', 'spreadOpen': None, 'overUnder': 49.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Samford,West Georgia,"[{'provider': 'ESPN Bet', 'spread': -6.5, 'formattedSpread': 'Samford -6.5', 'spreadOpen': None, 'overUnder': 55.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,Northwestern State,Alcorn State,"[{'provider': 'ESPN Bet', 'spread': 10.5, 'formattedSpread': 'Alcorn State -10.5', 'spreadOpen': None, 'overUnder': 49.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,BYU,Portland State,"[{'provider': 'ESPN Bet', 'spread': -43.5, 'formattedSpread': 'BYU -43.5', 'spreadOpen': -34.5, 'overUnder': 62.5, 'overUnderOpen': 56.5, 'homeMoneyline': -50000, 'awayMoneyline': 3500}]"
2025,1,Oregon,Montana State,"[{'provider': 'ESPN Bet', 'spread': -29.5, 'formattedSpread': 'Oregon -29.5', 'spreadOpen': -27.5, 'overUnder': 56.5, 'overUnderOpen': 56.5, 'homeMoneyline': -6000, 'awayMoneyline': 1800}]"
2025,6,Alabama,Vanderbilt,"[{'provider': 'ESPN Bet', 'spread': -24, 'formattedSpread': 'Alabama -24', 'spreadOpen': -22.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -2000, 'awayMoneyline': 1000}]"
2025,4,Georgia Southern,Maine,[]
2025,9,Wyoming,Colorado State,[]
2025,4,Utah State,McNeese,[]
2025,10,Western Kentucky,New Mexico State,[]
2025,9,North Carolina,Virginia,[]
2025,5,West Virginia,Utah,[]
2025,11,Marshall,James Madison,[]
2025,2,Texas,San José State,[]
2025,2,Purdue,Southern Illinois,[]
2025,2,Hawai'i,Sam Houston,[]
2025,6,Memphis,Tulsa,[]
2025,2,Wisconsin,Middle Tennessee,[]
2025,14,Oklahoma State,Iowa State,[]
2025,9,Nevada,Boise State,[]
2025,7,Wisconsin,Iowa,[]
2025,5,Toledo,Akron,[]
2025,8,South Alabama,Arkansas State,[]
2025,7,Boston College,Clemson,[]
2025,14,Hawai'i,Wyoming,[]
2025,2,Oregon State,Fresno State,[]
2025,10,Missouri State,Florida International,[]
2025,3,Rutgers,Norfolk State,[]
2025,5,Kansas,Cincinnati,[]
2025,7,Nevada,San Diego State,[]
2025,5,NC State,Virginia Tech,[]
2025,12,Western Kentucky,Middle Tennessee,[]
2025,5,Air Force,Hawai'i,[]
2025,2,Texas A&M,Utah State,[]
2025,12,Tennessee,New Mexico State,[]
2025,6,Purdue,Illinois,[]
2025,3,Missouri State,SMU,[]
2025,9,Memphis,South Florida,[]
2025,4,Duke,NC State,[]
2025,14,Michigan State,Maryland,[]
2025,7,UNLV,Air Force,[]
2025,3,Charlotte,Monmouth,[]
2025,12,New Mexico,Colorado State,[]
2025,6,UCLA,Penn State,[]
2025,2,Wake Forest,Western Carolina,[]
2025,7,Sam Houston,Jacksonville State,[]
2025,5,Boston College,California,[]
2025,14,Baylor,Houston,[]
2025,14,Illinois,Northwestern,[]
2025,4,Missouri State,UT Martin,[]
2025,4,LSU,SE Louisiana,[]
2025,5,James Madison,Georgia Southern,[]
2025,6,Akron,Central Michigan,[]
2025,5,Boise State,App State,[]
2025,14,Kansas,Utah,[]
2025,7,Colorado State,Fresno State,[]
2025,14,Texas State,South Alabama,[]
2025,12,Baylor,Utah,[]
2025,11,Boston College,SMU,[]
2025,14,Washington State,Oregon State,[]
2025,13,San Diego State,San José State,[]
2025,3,Illinois,Western Michigan,[]
2025,8,Marshall,Texas State,[]
2025,11,App State,Georgia Southern,[]
2025,2,Mississippi State,Arizona State,[]
2025,6,UConn,Florida International,[]
2025,3,Purdue,USC,[]
2025,5,Southern Miss,Jacksonville State,[]
2025,2,App State,Lindenwood,[]
2025,11,Oregon State,Sam Houston,[]
2025,10,Stanford,Pittsburgh,[]
2025,7,Army,Charlotte,[]
2025,3,Ohio State,Ohio,[]
2025,12,USC,Iowa,[]
2025,4,Buffalo,Troy,[]
2025,8,Bowling Green,Central Michigan,[]
2025,5,Iowa State,Arizona,[]
2025,10,Utah,Cincinnati,[]
2025,14,Utah State,Boise State,[]
2025,3,UCLA,New Mexico,[]
2025,7,Kennesaw State,Louisiana Tech,[]
2025,14,Nevada,UNLV,[]
2025,9,Central Michigan,Massachusetts,[]
2025,3,Auburn,South Alabama,[]
2025,4,UCF,North Carolina,[]
2025,3,North Carolina,Richmond,[]
2025,7,Oregon State,Wake Forest,[]
2025,10,Nebraska,USC,[]
2025,10,Florida State,Wake Forest,[]
2025,13,Georgia,Charlotte,[]
2025,8,Duke,Georgia Tech,[]
2025,10,Oregon State,Washington State,[]
2025,2,Wyoming,Northern Iowa,[]
2025,6,Baylor,Kansas State,[]
2025,6,App State,Oregon State,[]
2025,9,Eastern Michigan,Ohio,[]
2025,11,Wisconsin,Washington,[]
2025,13,South Carolina,Coastal Carolina,[]
2025,12,Oklahoma State,Kansas State,[]
2025,4,Colorado,Wyoming,[]
2025,5,Colorado,BYU,[]
2025,3,Louisiana Tech,New Mexico State,[]
2025,14,Buffalo,Ohio,[]
2025,9,Virginia Tech,California,[]
2025,7,Tulane,East Carolina,[]
2025,12,Georgia State,Marshall,[]
2025,14,Rutgers,Penn State,[]
2025,2,Ohio,West Virginia,[]
2025,12,UAB,North Texas,[]
2025,12,Florida State,Virginia Tech,[]
2025,6,South Florida,Charlotte,[]
2025,12,Indiana,Wisconsin,[]
2025,5,Colorado State,Washington State,[]
2025,3,UTSA,Incarnate Word,[]
2025,7,Texas Tech,Kansas,[]
2025,4,Eastern Michigan,Louisiana,[]
2025,7,Middle Tennessee,Missouri State,[]
2025,8,TCU,Baylor,[]
2025,12,Cincinnati,Arizona,[]
2025,13,UCF,Oklahoma State,[]
2025,3,TCU,Abilene Christian,[]
2025,6,Louisville,Virginia,[]
2025,11,Florida Atlantic,Tulsa,[]
2025,6,NC State,Campbell,[]
2025,10,UL Monroe,Old Dominion,[]
2025,7,Arizona,BYU,[]
2025,4,Ohio,Gardner-Webb,[]
2025,6,Ohio State,Minnesota,[]
2025,10,Texas,Vanderbilt,[]
2025,1,Texas Tech,Arkansas-Pine Bluff,[]
2025,2,Coastal Carolina,Charleston Southern,[]
2025,11,USC,Northwestern,[]
2025,8,Western Kentucky,Florida International,[]
2025,8,Oklahoma State,Cincinnati,[]
2025,12,Missouri State,UTEP,[]
2025,6,Virginia Tech,Wake Forest,[]
2025,5,UTEP,Louisiana Tech,[]
2025,2,UTSA,Texas State,[]
2025,5,Iowa,Indiana,[]
2025,13,UAB,South Florida,[]
2025,10,NC State,Georgia Tech,[]
2025,8,Syracuse,Pittsburgh,[]
2025,13,Northern Illinois,Western Michigan,[]
2025,5,Northwestern,UCLA,[]
2025,1,Arkansas,Alabama A&M,[]
2025,6,BYU,West Virginia,[]
2025,8,Houston,Arizona,[]
2025,13,Troy,Georgia State,[]
2025,5,Stanford,San José State,[]
2025,10,Western Michigan,Central Michigan,[]
2025,7,North Texas,South Florida,[]
2025,9,Iowa State,BYU,[]
2025,10,Liberty,Delaware,[]
2025,14,Sam Houston,Florida International,[]
2025,14,BYU,UCF,[]
2025,13,Ohio,Massachusetts,[]
2025,4,Louisville,Bowling Green,[]
2025,8,East Carolina,Tulsa,[]
2025,3,Toledo,Morgan State,[]
2025,10,Michigan,Purdue,[]
2025,7,Missouri,Alabama,[]
2025,3,Syracuse,Colgate,[]
2025,10,North Texas,Navy,[]
2025,4,San José State,Idaho,[]
2025,8,UCLA,Maryland,[]
2025,12,Oregon,Minnesota,[]
2025,3,California,Minnesota,[]
2025,1,UConn,Central Connecticut,[]
2025,4,Central Michigan,Wagner,[]
2025,6,TCU,Colorado,[]
2025,2,Michigan State,Boston College,[]
2025,1,Tulsa,Abilene Christian,[]
2025,7,Kent State,Massachusetts,[]
2025,5,Missouri State,Western Kentucky,[]
2025,10,Minnesota,Michigan State,[]
2025,12,Georgia Southern,Coastal Carolina,[]
2025,11,Middle Tennessee,Florida International,[]
2025,14,Arkansas,Missouri,[]
2025,8,South Florida,Florida Atlantic,[]
2025,2,Northwestern,Western Illinois,[]
2025,13,NC State,Florida State,[]
2025,9,Nebraska,Northwestern,[]
2025,8,Kentucky,Texas,[]
2025,8,Northwestern,Purdue,[]
2025,13,Clemson,Furman,[]
2025,9,Arkansas,Auburn,[]
2025,2,Arkansas,Arkansas State,[]
2025,3,Cincinnati,Northwestern State,[]
2025,5,Miami (OH),Lindenwood,[]
2025,11,Texas Tech,BYU,[]
2025,13,Texas A&M,Samford,[]
2025,6,Buffalo,Eastern Michigan,[]
2025,12,Washington,Purdue,[]
2025,7,James Madison,Louisiana,[]
2025,10,Auburn,Kentucky,[]
2025,9,New Mexico State,Missouri State,[]
2025,13,Georgia Southern,Old Dominion,[]
2025,9,Indiana,UCLA,[]
2025,14,Eastern Michigan,Western Michigan,[]
2025,7,Western Michigan,Ball State,[]
2025,13,South Alabama,Southern Miss,[]
2025,1,North Texas,Lamar,[]
2025,8,Boston College,UConn,[]
2025,9,Louisiana Tech,Western Kentucky,[]
2025,3,Nevada,Middle Tennessee,[]
