season,week,home_team,away_team,market,side,provider,price_american,line,model_prob,implied_prob,edge,kelly_f,stake,start_iso,display_date,result_txt
2025,10,Boston College,Notre Dame,ML,Home,FanDuel,2400,,0.4733,0.04,10.8328,0.025,12.5,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,Kansas,Oklahoma State,ML,Away,Hard Rock Bet,1200,,0.8466,0.0769,10.0059,0.025,12.5,2025-11-01T20:00:00Z,2025-11-01,—
2025,10,Maryland,Indiana,ML,Home,betPARX,1200,,0.7628,0.0769,8.9158,0.025,12.5,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,SMU,Miami,ML,Home,FanDuel,390,,0.9282,0.2041,3.5482,0.025,12.5,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Stanford,Pittsburgh,ML,Home,Hard Rock Bet,425,,0.7402,0.1905,2.8862,0.025,12.5,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,Houston,West Virginia,ML,Away,Hard Rock Bet,525,,0.6032,0.16,2.77,0.025,12.5,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Virginia Tech,Louisville,ML,Home,FanDuel,375,,0.772,0.2105,2.667,0.025,12.5,2025-11-01T19:00:00Z,2025-11-01,—
2025,10,UL Monroe,Old Dominion,ML,Home,FanDuel,470,,0.6411,0.1754,2.6543,0.025,12.5,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,Kansas State,Texas Tech,ML,Home,Fliff,210,,0.9175,0.3226,1.8441,0.1,50.0,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,UConn,UAB,ML,Away,Hard Rock Bet,350,,0.6042,0.2222,1.7191,0.025,12.5,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Colorado,Arizona,ML,Home,Unibet (UK),195,,0.8593,0.339,1.5349,0.1,50.0,2025-11-01T23:00:00Z,2025-11-01,—
2025,10,NC State,Georgia Tech,ML,Home,Unibet (UK),195,,0.7329,0.339,1.1619,0.1,50.0,2025-11-01T23:30:00Z,2025-11-01,—
2025,10,Coastal Carolina,Marshall,ML,Home,FanDuel,152,,0.8443,0.3968,1.1277,0.1,50.0,2025-10-30T23:30:00Z,2025-10-30,—
2025,10,UTSA,Tulane,ML,Home,FanDuel,164,,0.7696,0.3788,1.0317,0.1,50.0,2025-10-30T23:30:00Z,2025-10-30,—
2025,10,Michigan,Purdue,Spread,Home,FanDuel,-110,-20.5,1.0,0.5238,0.9091,0.1,50.0,2025-11-01T23:00:00Z,2025-11-01,—
2025,10,Ohio State,Penn State,Spread,Home,DraftKings,-110,-20.5,1.0,0.5238,0.9091,0.1,50.0,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Texas,Vanderbilt,Spread,Home,FanDuel,-110,-2.5,1.0,0.5238,0.9091,0.1,50.0,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Kennesaw State,UTEP,Spread,Home,FanDuel,-110,-9.5,1.0,0.5238,0.909,0.1,50.0,2025-10-29T00:00:00Z,2025-10-29,—
2025,10,Clemson,Duke,Spread,Home,FanDuel,-110,-3.5,0.9999,0.5238,0.9089,0.1,50.0,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Louisiana Tech,Sam Houston,Spread,Home,DraftKings,-110,-17.5,0.9997,0.5238,0.9086,0.1,50.0,2025-11-01T00:00:00Z,2025-11-01,—
2025,10,Ole Miss,South Carolina,Spread,Home,FanDuel,-110,-13.5,0.9997,0.5238,0.9085,0.1,50.0,2025-11-01T23:00:00Z,2025-11-01,—
2025,10,San Diego State,Wyoming,Spread,Home,FanDuel,-110,-10.5,0.9996,0.5238,0.9083,0.1,50.0,2025-11-01T23:00:00Z,2025-11-01,—
2025,10,Utah,Cincinnati,Spread,Home,FanDuel,-110,-7.5,0.9993,0.5238,0.9078,0.1,50.0,2025-11-02T02:15:00Z,2025-11-02,—
2025,10,Arkansas,Mississippi State,Spread,Home,FanDuel,-110,-4.5,0.9981,0.5238,0.9055,0.1,50.0,2025-11-01T20:00:00Z,2025-11-01,—
2025,10,Missouri State,Florida International,Spread,Home,FanDuel,-110,-3.5,0.9979,0.5238,0.905,0.1,50.0,2025-10-30T00:00:00Z,2025-10-30,—
2025,10,Kansas,Oklahoma State,Spread,Home,Nordic Bet,-110,-23.5,0.9975,0.5238,0.9043,0.1,50.0,2025-11-01T20:00:00Z,2025-11-01,—
2025,10,Iowa State,Arizona State,Spread,Home,FanDuel,-110,-3.5,0.997,0.5238,0.9034,0.1,50.0,2025-11-01T16:00:00Z,2025-11-01,—
2025,10,Florida State,Wake Forest,Spread,Home,betPARX,-110,-8.5,0.9968,0.5238,0.903,0.1,50.0,2025-11-01T23:30:00Z,2025-11-01,—
2025,10,Kansas State,Texas Tech,Spread,Home,FanDuel,-110,6.5,0.9963,0.5238,0.9019,0.1,50.0,2025-11-01T19:30:00Z,2025-11-01,—
2025,10,North Texas,Navy,Spread,Home,DraftKings,-110,-6.5,0.9962,0.5238,0.9019,0.1,50.0,2025-11-01T16:00:00Z,2025-11-01,—
