season,week,home_team,away_team,market,side,provider,price_american,line,model_prob,implied_prob,edge,kelly_f,stake,start_iso,display_date,result_txt
2025,2,South Alabama,Tulane,ML,Home,ESPN BET,400,,0.6524,0.2,2.2618,0.025,12.5,2025-09-06T23:00:00Z,2025-09-06,Loss
2025,2,Maryland,Northern Illinois,ML,Away,ESPN BET,550,,0.4425,0.1538,1.8759,0.025,12.5,2025-09-05T23:30:00Z,2025-09-05,Loss
2025,2,Western Michigan,North Texas,ML,Home,ESPN BET,280,,0.6332,0.2632,1.4062,0.1,50.0,2025-09-06T19:30:00Z,2025-09-06,Loss
2025,2,Kansas State,Army,ML,Away,ESPN BET,500,,0.3821,0.1667,1.2923,0.025,12.5,2025-09-06T23:00:00Z,2025-09-06,Win
2025,2,Jacksonville State,Liberty,ML,Home,ESPN BET,190,,0.7108,0.3448,1.0612,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Northwestern,Western Illinois,Spread,Home,ESPN BET,-110,-31.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-05T23:30:00Z,2025-09-05,Win
2025,2,Boise State,Eastern Washington,Spread,Home,ESPN BET,-110,-31.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T01:00:00Z,2025-09-06,Win
2025,2,Florida State,East Texas A&M,Spread,Home,ESPN BET,-110,-44.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Indiana,Kennesaw State,Spread,Home,ESPN BET,-110,-35.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Minnesota,Northwestern State,Spread,Home,ESPN BET,-110,-43.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Penn State,Florida International,Spread,Home,ESPN BET,-110,-42.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Pittsburgh,Central Michigan,Spread,Home,ESPN BET,-110,-21.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Texas,San José State,Spread,Home,ESPN BET,-110,-37.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Texas Tech,Kent State,Spread,Home,ESPN BET,-110,-48.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:00:00Z,2025-09-06,Win
2025,2,Texas A&M,Utah State,Spread,Home,ESPN BET,-110,-32.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T16:45:00Z,2025-09-06,Win
2025,2,Clemson,Troy,Spread,Home,ESPN BET,-110,-30.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T19:30:00Z,2025-09-06,Win
2025,2,Navy,UAB,Spread,Home,ESPN BET,-110,-20.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T19:30:00Z,2025-09-06,Win
2025,2,Ohio State,Grambling,Spread,Home,ESPN BET,-110,-55.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T19:30:00Z,2025-09-06,Win
2025,2,Oregon,Oklahoma State,Spread,Home,ESPN BET,-110,-28.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T19:30:00Z,2025-09-06,Win
2025,2,Wisconsin,Middle Tennessee,Spread,Home,ESPN BET,-110,-28.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T20:00:00Z,2025-09-06,Win
2025,2,Arkansas,Arkansas State,Spread,Home,ESPN BET,-110,-23.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T21:00:00Z,2025-09-06,Win
2025,2,Auburn,Ball State,Spread,Home,ESPN BET,-110,-42.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T23:30:00Z,2025-09-06,Win
2025,2,LSU,Louisiana Tech,Spread,Home,ESPN BET,-110,-37.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T23:30:00Z,2025-09-06,Win
2025,2,Nebraska,Akron,Spread,Home,ESPN BET,-110,-34.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-06T23:30:00Z,2025-09-06,Win
