season,week,home_team,away_team,market,side,provider,price_american,line,model_prob,implied_prob,edge,kelly_f,stake,start_iso,display_date,result_txt
2025,7,Marshall,Old Dominion,ML,Home,FanDuel,460,,0.9547,0.1786,4.3461,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Oklahoma State,Houston,ML,Home,Marathon Bet,480,,0.9112,0.1724,4.285,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Illinois,Ohio State,ML,Home,Fliff,520,,0.5179,0.1613,2.2109,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Sam Houston,Jacksonville State,ML,Home,Bovada,255,,0.8886,0.2817,2.1547,0.1,50.0,2025-10-10T00:00:00Z,2025-10-10,—
2025,7,Maryland,Nebraska,ML,Home,DraftKings,225,,0.9577,0.3077,2.1126,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Kennesaw State,Louisiana Tech,ML,Home,Hard Rock Bet,195,,0.9847,0.339,1.9048,0.1,50.0,2025-10-09T23:00:00Z,2025-10-09,—
2025,7,Boston College,Clemson,ML,Home,ESPN BET,475,,0.454,0.1739,1.6104,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Temple,Navy,ML,Home,Pinnacle,277,,0.691,0.2653,1.605,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Bowling Green,Toledo,ML,Home,Hard Rock Bet,350,,0.5635,0.2222,1.5357,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Army,Charlotte,ML,Away,Hard Rock Bet,650,,0.324,0.1333,1.4298,0.025,12.5,2025-10-11T16:00:00Z,2025-10-11,—
2025,7,Wisconsin,Iowa,ML,Home,FanDuel,150,,0.9573,0.4,1.3933,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Coastal Carolina,UL Monroe,ML,Home,LowVig.ag,125,,0.9887,0.4444,1.2245,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Georgia Tech,Virginia Tech,ML,Away,Fliff,510,,0.3337,0.1639,1.0355,0.025,12.5,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Boise State,New Mexico,Spread,Home,FanDuel,-110,-16.5,1.0,0.5238,0.9091,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Penn State,Northwestern,Spread,Home,FanDuel,-110,-22.5,1.0,0.5238,0.9091,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,SMU,Stanford,Spread,Home,FanDuel,-110,-19.5,1.0,0.5238,0.9091,0.1,50.0,2025-10-11T04:00:00Z,2025-10-11,—
2025,7,Ole Miss,Washington State,Spread,Home,FanDuel,-110,-33.5,1.0,0.5238,0.9091,0.1,50.0,2025-10-11T16:45:00Z,2025-10-11,—
2025,7,Tulane,East Carolina,Spread,Home,LowVig.ag,-110,-7.0,0.9999,0.5238,0.909,0.1,50.0,2025-10-09T23:30:00Z,2025-10-09,—
