season,week,home_team,away_team,market,side,provider,price_american,line,model_prob,implied_prob,edge,kelly_f,stake,start_iso,display_date,result_txt
2025,4,Vanderbilt,Georgia State,ML,Away,FanDuel,1600,,0.3072,0.0588,4.223,0.025,12.5,2025-09-20T23:30:00Z,2025-09-20,Loss
2025,4,Washington State,Washington,ML,Home,ESPN BET,900,,0.4835,0.1,3.8354,0.025,12.5,2025-09-20T23:30:00Z,2025-09-20,Loss
2025,4,UConn,Ball State,ML,Away,DraftKings,1000,,0.3695,0.0909,3.0644,0.025,12.5,2025-09-20T19:30:00Z,2025-09-20,Loss
2025,4,Western Michigan,Toledo,ML,Home,BetMGM,475,,0.6612,0.1739,2.8017,0.025,12.5,2025-09-20T19:30:00Z,2025-09-20,Win
2025,4,San Diego State,California,ML,Home,Hard Rock Bet,400,,0.749,0.2,2.7452,0.025,12.5,2025-09-21T02:30:00Z,2025-09-21,Win
2025,4,Memphis,Arkansas,ML,Home,ESPN BET,250,,0.7637,0.2857,1.6731,0.1,50.0,2025-09-20T16:00:00Z,2025-09-20,Win
2025,4,Kennesaw State,Arkansas State,ML,Home,Fliff,175,,0.969,0.3636,1.6648,0.1,50.0,2025-09-20T22:00:00Z,2025-09-20,Win
2025,4,South Alabama,Coastal Carolina,ML,Away,DraftKings,500,,0.4402,0.1667,1.6412,0.025,12.5,2025-09-20T23:00:00Z,2025-09-20,Win
2025,4,Liberty,James Madison,ML,Home,MyBookie.ag,280,,0.6016,0.2632,1.2861,0.1,50.0,2025-09-20T19:30:00Z,2025-09-20,Loss
2025,4,Colorado State,UTSA,ML,Home,ESPN BET,175,,0.7484,0.3636,1.058,0.1,50.0,2025-09-21T01:30:00Z,2025-09-21,Loss
2025,4,East Carolina,BYU,ML,Home,BetOnline.ag,207,,0.6307,0.3257,0.9362,0.1,50.0,2025-09-20T23:30:00Z,2025-09-20,Loss
2025,4,Oklahoma State,Tulsa,Spread,Home,FanDuel,-110,-11.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-19T23:30:00Z,2025-09-19,Win
2025,4,Florida State,Kent State,Spread,Home,FanDuel,-110,-45.5,1.0,0.5238,0.9091,0.1,50.0,2025-09-20T19:30:00Z,2025-09-20,Win
